DATE,AQI,LEVEL,PM2.5,PM10,SO2,CO,NO2,O3_8h,KEY_POLLUTANT,WEATHER1,WEATHER2,TEMPERATURE1,TEMPERATURE2,RAIN,WEATHER,TEMP_MEAN,TEMP_RANGE,HUMIDITY_MEAN,HUMIDITY_MIN,HUMIDITY_MAX,PRESSURE,WINDSPEED_MEAN,WINDSPEED_MIN,WINDSPEED_MAX
2015-12-11,52,"Good",24,38,9,0.9,41,39,"NO2","Cloudy","Cloudy",20,14,0,2,17,6,72.916667,60,88,1015.107917,11.604167,4,25
2015-12-12,69,"Good",48,82,14,1.2,55,15,"NO2","Cloudy","Cloudy",19,15,0,2,17,4,84.791667,77,94,1014.110000,5.729167,0,11
2015-12-13,90,"Good",67,114,20,1.4,68,34,"PM2.5","Light rain","Light rain",21,15,1,3,18,6,86.583333,78,100,1013.840417,6.875000,0,18
2015-12-14,47,"Excellent",14,29,10,1.3,37,20,"","Light rain","Overcast",18,12,1,3,15,6,81.229167,68,100,1016.044167,17.250000,7,25
2015-12-15,43,"Excellent",30,42,10,0.9,32,62,"","Overcast","Cloudy",17,10,0,2,13.5,7,63.312500,49,72,1018.977083,21.958333,14,29
2015-12-16,69,"Good",50,73,17,0.8,30,81,"PM2.5","Cloudy","Clear",16,8,0,2,12,8,50.895833,38,72,1023.157500,25.125000,14,32
2015-12-17,48,"Excellent",20,48,15,0.5,33,76,"","Clear","Clear",16,6,0,1,11,10,35.354167,23,47,1025.485625,21.812500,7,32
2015-12-18,68,"Good",34,63,15,0.6,54,69,"NO2","Clear","Clear",16,7,0,1,11.5,9,47.250000,28,71,1025.422917,8.166667,0,18
2015-12-19,101,"Slightly polluted",52,90,19,0.9,81,74,"NO2","Clear","Cloudy",20,10,0,2,15,10,57.666667,32,81,1024.176667,7.020833,0,14
2015-12-20,105,"Slightly polluted",75,119,23,1.1,89,42,"NO2","Cloudy","Overcast",20,13,0,2,16.5,7,65.083333,43,82,1020.868958,4.625000,0,11
2015-12-21,115,"Slightly polluted",87,123,18,1.3,74,18,"PM2.5","Overcast","Overcast",20,16,0,2,18,4,79.489362,68,88,1019.884043,6.489362,0,11
2015-12-22,166,"Medially polluted",126,160,18,1.9,92,7,"PM2.5","Overcast","Fog",21,18,0,2,19.5,3,87.812500,78,94,1018.186875,4.687500,0,14
2015-12-23,162,"Medially polluted",123,165,16,2,100,18,"PM2.5","Fog","Fog",24,19,0,2,21.5,5,93.851064,78,100,1015.214255,4.170213,0,11
2015-12-24,78,"Good",44,77,13,1.4,62,22,"NO2","Light rain","Light rain",26,12,1,3,19,14,92.416667,78,100,1014.444375,11.937500,0,36
2015-12-25,44,"Excellent",18,32,9,1.3,35,57,"","Cloudy","Cloudy",17,12,0,2,14.5,5,66.166667,52,82,1020.721667,23.583333,18,32
2015-12-26,52,"Good",25,35,6,1.2,41,37,"NO2","Light rain","Light rain",16,10,1,3,13,6,84.958333,63,100,1020.013958,11.062500,4,22
2015-12-27,54,"Good",19,30,7,1.2,43,20,"NO2","Light rain","Overcast",16,11,1,3,13.5,5,83.375000,68,100,1021.533958,12.083333,4,29
2015-12-28,49,"Excellent",30,44,8,1.1,39,63,"","Cloudy","Cloudy",18,11,0,2,14.5,7,65.978723,49,82,1025.364681,11.063830,4,22
2015-12-29,72,"Good",52,67,9,1.1,45,28,"PM2.5","Cloudy","Light rain",17,11,1,3,14,6,78.583333,67,94,1024.985417,11.833333,0,22
2015-12-30,57,"Good",40,56,7,1.2,42,33,"PM2.5","Light rain","Cloudy",16,10,1,3,13,6,81.166667,63,94,1024.467292,11.791667,4,22
2015-12-31,70,"Good",51,74,10,1,45,66,"PM2.5","Cloudy","Clear",18,12,0,2,15,6,61.687500,46,77,1025.422500,14.416667,7,22
2016-01-01,88,"Good",65,93,13,1.2,58,65,"PM2.5","Clear","Cloudy",22,12,0,2,17,10,69.145833,52,94,1024.259375,6.729167,0,11
2016-01-02,105,"Slightly polluted",79,130,16,1.8,82,52,"PM2.5","Cloudy","Overcast",22,16,0,2,19,6,76.5,50,94,1020.120833,4.375000,0,11
2016-01-03,153,"Medially polluted",117,147,19,1.7,90,50,"PM2.5","Overcast","Overcast",25,18,0,2,21.5,7,84.5,69,94,1017.147083,5.125000,0,11
2016-01-04,99,"Good",74,103,15,1.6,77,28,"PM2.5","Light rain","Moderate rain",24,18,1,4,21,6,90.250000,73,100,1016.231042,4.770833,0,7
2016-01-05,70,"Good",25,47,8,1.3,56,15,"NO2","Moderate rain","Overcast",22,16,1,4,19,6,96.166667,83,100,1013.486875,7.458333,0,18
2016-01-06,48,"Excellent",20,34,7,1.1,38,49,"","Cloudy","Cloudy",23,12,0,2,17.5,11,82.085106,61,100,1017.675745,13.723404,0,29
2016-01-07,63,"Good",29,48,6,1.2,50,73,"NO2","Cloudy","Cloudy",20,14,0,2,17,6,72.702128,50,88,1020.267021,8.148936,4,18
2016-01-08,62,"Good",36,57,10,1.2,49,67,"NO2","Cloudy","Cloudy",21,14,0,2,17.5,7,73.104167,60,88,1019.224375,10.625000,4,18
2016-01-09,78,"Good",50,74,17,1.3,62,52,"NO2","Cloudy","Overcast",20,14,0,2,17,6,76.895833,64,88,1018.539375,7.687500,4,14
2016-01-10,82,"Good",46,76,16,1.2,65,20,"NO2","Moderate to heavy rain","Moderate to heavy rain",18,14,1,4,16,4,85.875000,77,100,1015.420208,9.562500,4,22
2016-01-11,53,"Good",12,23,6,1.2,42,26,"NO2","Light rain","Cloudy",17,11,1,3,14,6,89.625000,77,100,1015.690000,14.541667,4,32
2016-01-12,48,"Excellent",22,36,8,1.1,38,36,"","Overcast","Overcast",17,11,0,2,14,6,71.875000,56,88,1019.100625,15.312500,11,25
2016-01-13,54,"Good",30,46,8,0.9,43,62,"NO2","Cloudy","Cloudy",18,10,0,2,14,8,67.645833,52,82,1019.620625,10.104167,4,18
2016-01-14,64,"Good",43,61,10,1,51,25,"NO2","Cloudy","Slight to moderate rain",18,12,1,4,15,6,82.604167,72,94,1018.039583,6.437500,0,11
2016-01-15,53,"Good",23,34,4,1.1,42,8,"NO2","Slight to moderate rain","Light rain",14,12,1,4,13,2,95.625000,94,100,1014.463333,9.604167,4,22
2016-01-16,57,"Good",32,54,8,1.2,45,6,"NO2","Light rain","Moderate rain",15,12,1,4,13.5,3,95.5,88,100,1011.698958,5.083333,0,11
2016-01-17,47,"Excellent",17,30,7,1.2,37,45,"","Light rain","Cloudy",17,10,1,3,13.5,7,80.854167,63,100,1010.906667,17.437500,4,29
2016-01-18,60,"Good",27,46,7,1,48,62,"NO2","Clear","Cloudy",20,10,0,2,15,10,66.520833,48,82,1016.044167,11.583333,4,29
2016-01-19,63,"Good",41,65,8,0.9,50,34,"NO2","Cloudy","Light rain",17,12,1,3,14.5,5,64.666667,55,77,1018.914375,12.208333,0,22
2016-01-20,68,"Good",49,71,6,1,52,11,"PM2.5","Light rain","Slight to moderate rain",15,12,1,4,13.5,3,91.291667,72,100,1018.290417,7.291667,0,14
2016-01-21,48,"Excellent",16,29,4,1.2,38,11,"","Slight to moderate rain","Slight to moderate rain",14,9,1,4,11.5,5,90,82,100,1016.980833,12.479167,4,22
2016-01-22,38,"Excellent",12,21,3,1,30,14,"","Slight to moderate rain","Light rain",12,4,1,4,8,8,86.562500,76,93,1019.434792,18.062500,7,36
2016-01-23,29,"Excellent",20,28,5,0.7,22,55,"","Overcast","Light rain",6,2,1,3,4,4,75.708333,61,93,1028.604167,29.437500,18,40
2016-01-24,48,"Excellent",28,48,7,0.5,20,68,"","Light rain","Cloudy",6,0,1,3,3,6,51.229167,36,87,1035.178125,21.958333,14,36
2016-01-25,53,"Good",23,56,14,0.6,32,81,"PM10","Cloudy","Cloudy",10,2,0,2,6,8,40.020833,22,66,1032.017917,16.937500,0,29
2016-01-26,72,"Good",29,58,8,0.6,57,32,"NO2","Light rain","Moderate to heavy rain",12,6,1,4,9,6,64.541667,34,93,1026.878333,9.062500,0,18
2016-01-27,73,"Good",36,45,5,1,58,15,"NO2","Moderate to heavy rain","Moderate to heavy rain",10,9,1,4,9.5,1,95.458333,88,100,1021.700417,6.437500,0,14
2016-01-28,77,"Good",25,36,7,1.4,61,5,"NO2","Rainstorm","Rainstorm",14,13,1,4,13.5,1,99.250000,94,100,1016.314792,6.083333,0,14
2016-01-29,68,"Good",18,32,5,1,54,17,"NO2","Moderate rain","Overcast",18,12,1,4,15,6,90.145833,77,100,1015.731667,10.625000,0,18
2016-01-30,48,"Excellent",19,31,6,0.9,38,39,"","Cloudy","Overcast",19,11,0,2,15,8,79.604167,60,94,1018.831250,13.104167,7,22
2016-01-31,49,"Excellent",20,30,5,0.9,39,20,"","Light rain","Moderate to heavy rain",16,8,1,4,12,8,89.145833,77,100,1018.642708,10.729167,4,18
2016-02-01,32,"Excellent",5,10,5,0.9,25,33,"","Moderate rain","Overcast",11,7,1,4,9,4,88.145833,76,100,1022.824583,20.958333,11,29
2016-02-02,33,"Excellent",20,27,9,1,26,56,"","Light rain","Overcast",10,6,1,3,8,4,73.541667,66,87,1024.383750,17.979167,14,25
2016-02-03,57,"Good",40,49,5,0.8,31,53,"PM2.5","Overcast","Overcast",12,8,0,2,10,4,66.958333,58,76,1022.825208,9.354167,4,18
2016-02-04,58,"Good",41,56,7,0.9,33,55,"PM2.5","Overcast","Cloudy",14,9,0,2,11.5,5,71.250000,59,82,1021.243333,13.937500,4,25
2016-02-05,42,"Excellent",24,35,6,0.8,23,83,"","Cloudy","Clear",16,7,0,2,11.5,9,62.958333,42,82,1021.202083,20.333333,11,32
2016-02-06,68,"Good",40,61,12,0.7,21,121,"O3","Clear","Clear",16,6,0,1,11,10,41.916667,24,67,1024.780208,21.937500,11,40
2016-02-07,53,"Good",27,48,9,0.6,29,103,"O3","Clear","Clear",17,5,0,1,11,12,35.791667,16,66,1025.070000,13.166667,0,29
2016-02-08,130,"Slightly polluted",99,98,26,0.9,54,100,"PM2.5","Clear","Clear",18,6,0,1,12,12,50.416667,17,76,1021.825625,5.416667,0,11
2016-02-09,82,"Good",60,80,11,0.9,59,113,"PM2.5","Clear","Cloudy",22,12,0,2,17,10,60.083333,29,81,1018.726042,4.833333,0,14
2016-02-10,75,"Good",55,73,8,0.9,58,67,"PM2.5","Cloudy","Light rain",22,15,1,3,18.5,7,81.625000,60,94,1014.776875,4.333333,0,18
2016-02-11,56,"Good",38,62,7,0.8,44,53,"PM10","Light rain","Overcast",23,18,1,3,20.5,5,87.729167,73,94,1011.990417,6.479167,0,14
2016-02-12,44,"Excellent",26,44,7,0.8,32,60,"","Light rain","Overcast",24,21,1,3,22.5,3,84.458333,54,100,1009.369583,11.791667,0,25
2016-02-13,36,"Excellent",21,36,5,0.7,28,51,"","Overcast","Light rain",27,14,1,3,20.5,13,85.250000,65,100,1008.764792,8.104167,0,18
2016-02-14,30,"Excellent",18,30,5,1.1,23,51,"","Light rain","Overcast",20,8,1,3,14,12,72.5,60,100,1014.4,21.541667,0,36
2016-02-15,30,"Excellent",17,26,6,0.7,15,59,"","Overcast","Overcast",12,9,0,2,10.5,3,56.708333,50,67,1024.384167,26.812500,18,40
2016-02-16,43,"Excellent",30,40,12,0.7,24,68,"","Cloudy","Cloudy",14,8,0,2,11,6,50.687500,43,54,1024.902917,13.979167,7,22
2016-02-17,48,"Excellent",32,47,10,0.7,38,53,"","Overcast","Overcast",15,10,0,2,12.5,5,47.229167,38,67,1022.533125,7.833333,0,14
2016-02-18,75,"Good",54,75,13,0.9,60,30,"NO2","Cloudy","Overcast",18,13,0,2,15.5,5,65.333333,48,82,1019.995833,4.562500,0,11
2016-02-19,82,"Good",60,76,8,1,60,19,"PM2.5","Light rain","Light rain",17,10,1,3,13.5,7,90.625000,82,100,1019.370000,8.062500,0,18
2016-02-20,62,"Good",43,71,11,0.8,49,104,"NO2","Overcast","Cloudy",18,10,0,2,14,8,49.145833,25,82,1022.033125,15.875000,0,36
2016-02-21,79,"Good",58,98,14,0.9,60,68,"PM2.5","Overcast","Overcast",18,14,0,2,16,4,61.125000,45,88,1019.911458,7.916667,0,14
2016-02-22,60,"Good",35,57,10,1.1,48,38,"NO2","Light rain","Light rain",17,11,1,3,14,6,97,94,100,1019.142500,7.020833,4,18
2016-02-23,39,"Excellent",11,20,7,0.9,31,37,"","Light rain","Overcast",14,10,1,3,12,4,81.708333,72,94,1022.033333,16.020833,7,22
2016-02-24,34,"Excellent",14,20,6,0.8,27,52,"","Overcast","Overcast",13,10,0,2,11.5,3,73.354167,63,88,1026.982500,18.5,11,29
2016-02-25,49,"Excellent",32,43,7,0.7,39,37,"","Overcast","Overcast",14,10,0,2,12,4,84.250000,72,94,1028.168958,11.729167,0,18
2016-02-26,60,"Good",28,42,7,0.8,48,21,"NO2","Overcast","Cloudy",14,10,0,2,12,4,91,82,94,1026.525417,8.166667,0,18
2016-02-27,60,"Good",25,43,10,0.9,48,61,"NO2","Cloudy","Clear",19,9,0,2,14,10,74.041667,52,88,1023.468750,10.437500,0,18
2016-02-28,89,"Good",44,75,14,1.2,71,52,"NO2","Clear","Clear",22,11,0,1,16.5,11,71.895833,38,100,1022.200833,5.437500,0,11
2016-02-29,85,"Good",58,107,16,1.2,68,96,"NO2","Clear","Clear",23,10,0,1,16.5,13,59.062500,29,94,1022.657917,7.750000,0,22
2016-03-01,109,"Slightly polluted",82,137,24,1,87,152,"PM2.5","Clear","Clear",26,11,0,1,18.5,15,59.791667,34,88,1021.431458,5.083333,0,11
2016-03-02,116,"Slightly polluted",76,119,20,1,80,177,"O3","Clear","Clear",24,12,0,1,18,12,64.479167,41,94,1020.952292,5.520833,0,11
2016-03-03,98,"Good",52,81,19,0.9,78,131,"NO2","Clear","Cloudy",24,14,0,2,19,10,66.458333,41,88,1018.476042,6.020833,0,14
2016-03-04,94,"Good",48,76,22,1,75,73,"NO2","Cloudy","Cloudy",25,16,0,2,20.5,9,73.666667,51,88,1015.420625,5.395833,0,11
2016-03-05,92,"Good",56,82,20,1.1,73,55,"NO2","Cloudy","Cloudy",24,18,0,2,21,6,81.770833,65,94,1014.255417,5.291667,0,14
2016-03-06,98,"Good",73,102,20,1.2,74,100,"PM2.5","Cloudy","Cloudy",26,18,0,2,22,8,80.020833,54,100,1013.070625,4.666667,0,11
2016-03-07,70,"Good",41,56,20,1,56,37,"NO2","Cloudy","Cloudy",27,19,0,2,23,8,83.833333,61,100,1011.740625,8.229167,0,22
2016-03-08,70,"Good",38,58,14,0.8,56,31,"NO2","Cloudy","Cloudy",26,18,0,2,22,8,83.541667,73,94,1009.306458,8.979167,0,18
2016-03-09,59,"Good",29,45,10,1,47,15,"NO2","Thundershower","Heavy rain",26,9,1,4,17.5,17,93.5,88,100,1009.970000,10.812500,0,25
2016-03-10,30,"Excellent",5,12,4,0.7,24,40,"","Heavy rain","Overcast",11,7,1,4,9,4,84.687500,76,94,1019.745625,24.145833,14,32
2016-03-11,39,"Excellent",27,38,6,0.7,28,59,"","Overcast","Overcast",12,8,0,2,10,4,71.104167,66,81,1022.367292,14.479167,4,25
2016-03-12,55,"Good",39,52,6,0.8,39,24,"PM2.5","Overcast","Light rain",14,10,1,3,12,4,84.395833,71,100,1016.377917,5.583333,0,11
2016-03-13,54,"Good",25,38,8,1.2,43,4,"NO2","Moderate rain","Light rain",15,12,1,4,13.5,3,95.625000,82,100,1013.238958,8.520833,0,22
2016-03-14,47,"Excellent",27,40,8,0.9,37,64,"","Cloudy","Overcast",17,13,0,2,15,4,70.958333,56,88,1016.646875,13.083333,4,29
2016-03-15,68,"Good",49,72,12,1.1,54,22,"NO2,PM2.5","Overcast","Overcast",17,14,0,2,15.5,3,84.208333,72,100,1015.192083,5.875000,0,11
2016-03-16,59,"Good",36,52,8,1.1,47,8,"NO2","Light rain","Light rain",17,14,1,3,15.5,3,98.750000,94,100,1012.822292,4.416667,0,7
2016-03-17,68,"Good",37,48,7,1.5,54,6,"NO2","Light rain","Light rain",17,17,1,3,17,0,99.250000,94,100,1011.428958,1.875000,0,11
2016-03-18,88,"Good",65,94,11,1.7,68,8,"PM2.5","Slight to moderate rain","Overcast",21,20,1,4,20.5,1,98.250000,94,100,1008.806042,3.458333,0,11
2016-03-19,67,"Good",48,76,11,1.4,53,4,"NO2,PM2.5","Light rain","Slight to moderate rain",25,20,1,4,22.5,5,99.125000,94,100,1010.158333,3.5,0,14
2016-03-20,60,"Good",42,62,9,0.9,48,36,"NO2","Moderate to heavy rain","Moderate rain",24,20,1,4,22,4,90.750000,83,100,1010.575000,9.479167,0,22
2016-03-21,73,"Good",30,43,10,1.1,58,38,"NO2","Rainstorm","Heavy rain",22,17,1,4,19.5,5,96.375000,88,100,1011.470000,9.229167,0,32
2016-03-22,80,"Good",28,39,7,1.1,64,21,"NO2","Heavy rain","Heavy rain",21,18,1,4,19.5,3,95.875000,88,100,1010.345833,6.583333,0,18
2016-03-23,68,"Good",21,32,7,1.2,54,33,"NO2","Rainstorm","Moderate rain",20,14,1,4,17,6,89.708333,73,100,1010.512083,11.083333,0,36
2016-03-24,42,"Excellent",18,28,8,0.9,33,50,"","Slight to moderate rain","Light rain",16,12,1,4,14,4,84.125000,72,94,1018.893333,16.104167,4,29
2016-03-25,58,"Good",36,62,13,0.8,42,109,"O3","Overcast","Cloudy",18,9,0,2,13.5,9,62.041667,40,88,1022.221667,13.854167,0,22
2016-03-26,87,"Good",45,74,15,0.9,69,139,"NO2","Cloudy","Clear",20,10,0,2,15,10,56.562500,31,94,1021.388333,7.104167,0,14
2016-03-27,70,"Good",42,67,14,0.9,52,123,"O3","Clear","Clear",23,9,0,1,16,14,44.458333,22,67,1022.158542,11.875000,0,25
2016-03-28,92,"Good",59,90,20,1,73,134,"NO2","Clear","Cloudy",24,13,0,2,18.5,11,50.875000,31,77,1021.492500,6.187500,0,11
2016-03-29,109,"Slightly polluted",75,119,24,1.2,98,101,"NO2","Cloudy","Cloudy",23,17,0,2,20,6,61.770833,43,77,1018.955208,5.854167,4,11
2016-03-30,120,"Slightly polluted",91,135,19,1.3,117,54,"PM2.5","Cloudy","Overcast",24,18,0,2,21,6,79.187500,69,94,1016.106667,5.250000,0,11
2016-03-31,175,"Medially polluted",132,180,21,1.7,108,156,"PM2.5","Cloudy","Cloudy",26,21,0,2,23.5,5,72,51,94,1012.738125,6.562500,0,14
2016-04-01,129,"Slightly polluted",98,111,21,1.3,82,84,"PM2.5","Fog","Cloudy",27,21,0,2,24,6,75.729167,58,88,1011.116667,9,4,18
2016-04-02,67,"Good",44,62,11,1.1,53,56,"NO2","Light rain","Overcast",27,20,1,3,23.5,7,78.875000,65,88,1012.073542,9.812500,4,18
2016-04-03,64,"Good",44,60,10,1.1,51,26,"NO2","Shower","Light rain",26,20,1,3,23,6,84.729167,78,94,1011.595208,7.229167,4,14
2016-04-04,54,"Good",30,39,8,1.1,43,29,"NO2","Moderate rain","Shower",25,21,1,4,23,4,95.229167,88,100,1009.513750,7.895833,0,40
2016-04-05,62,"Good",30,44,10,1,49,29,"NO2","Cloudy","Overcast",29,21,0,2,25,8,89.979167,78,100,1010.137708,8.729167,0,18
2016-04-06,52,"Good",26,40,12,0.9,41,41,"NO2","Overcast","Overcast",28,22,0,2,25,6,80.187500,62,94,1009.680208,14.625000,4,22
2016-04-07,50,"Excellent",31,46,12,0.9,40,33,"","Light rain","Thundershower",28,23,1,3,25.5,5,82.354167,70,94,1009.825000,9.583333,4,18
2016-04-08,53,"Good",35,54,14,0.9,42,57,"NO2","Light rain","Light rain",28,22,1,3,25,6,82.145833,62,94,1009.971667,8.333333,0,18
2016-04-09,54,"Good",34,50,13,0.9,43,21,"NO2","Light rain","Shower",29,22,1,3,25.5,7,85.958333,70,94,1008.348750,9.270833,0,18
2016-04-10,68,"Good",35,46,12,1,54,64,"NO2","Rainstorm","Overcast",26,21,1,4,23.5,5,88.895833,74,100,1006.437292,8.875000,4,32
2016-04-11,59,"Good",33,51,13,1,47,52,"NO2","Overcast","Overcast",25,21,0,2,23,4,84.645833,66,100,1007.082292,8.750000,0,14
2016-04-12,64,"Good",25,38,15,1.1,51,26,"NO2","Moderate to heavy rain","Heavy rain",25,21,1,4,23,4,91.354167,83,100,1005.769583,8.645833,4,18
2016-04-13,93,"Good",40,62,15,1.3,74,34,"NO2","Heavy rain","Overcast",24,22,1,4,23,2,89.354167,74,100,1002.400417,5.875000,0,29
2016-04-14,70,"Good",49,68,15,1.4,56,10,"NO2","Slight to moderate rain","Slight to moderate rain",27,23,1,4,25,4,95.375000,94,100,1005.210000,5.979167,0,11
2016-04-15,58,"Good",34,50,12,1,46,10,"NO2","Shower","Overcast",27,23,1,3,25,4,94.520833,89,100,1007.164792,11.729167,4,25
2016-04-16,54,"Good",35,58,12,1,40,28,"PM10","Light rain","Light rain",28,23,1,3,25.5,5,86.312500,70,94,1006.707292,10.270833,4,18
2016-04-17,50,"Excellent",32,50,14,0.9,30,21,"","Heavy rain","Rainstorm",28,20,1,4,24,8,86.604167,74,94,1007.475625,11.020833,0,36
2016-04-18,45,"Excellent",15,29,12,1.2,36,70,"","Light rain","Light rain",25,19,1,3,22,6,78.562500,61,94,1012.884167,10.375000,0,22
2016-04-19,77,"Good",33,51,14,1.2,61,54,"NO2","Light rain","Thundershower",26,21,1,3,23.5,5,81.750000,73,88,1014.153125,6.770833,0,14
2016-04-20,74,"Good",34,53,12,1.1,59,28,"NO2","Light rain","Heavy rain",23,21,1,4,22,2,89.833333,83,100,1011.449583,7.062500,0,22
2016-04-21,73,"Good",45,62,13,1.1,58,14,"NO2","Moderate to heavy rain","Moderate to heavy rain",26,22,1,4,24,4,95.854167,83,100,1009.887500,4.333333,0,7
2016-04-22,74,"Good",37,52,14,1,59,41,"NO2","Light rain","Heavy rain",26,21,1,4,23.5,5,91.854167,78,100,1007.413750,8.687500,0,22
2016-04-23,85,"Good",45,62,16,1.1,68,39,"NO2","Rainstorm","Rainstorm",26,21,1,4,23.5,5,91.541667,74,100,1005.626667,5.020833,0,7
2016-04-24,70,"Good",37,51,15,1,56,63,"NO2","Rainstorm","Thundershower",26,21,1,4,23.5,5,88.791667,66,100,1005.730833,7.312500,4,18
2016-04-25,59,"Good",35,53,15,0.9,47,74,"NO2","Moderate rain","Moderate rain",27,23,1,4,25,4,88.687500,70,100,1006.562083,8.208333,0,22
2016-04-26,48,"Excellent",26,39,15,0.9,38,24,"","Moderate rain","Thundershower",28,23,1,4,25.5,5,88.875000,79,100,1006.001250,9.354167,4,14
2016-04-27,62,"Good",31,50,11,1,38,114,"O3","Cloudy","Cloudy",28,22,0,2,25,6,74.854167,55,100,1006.063333,11.875000,4,18
2016-04-28,53,"Good",28,48,12,1.1,42,93,"NO2","Cloudy","Cloudy",29,22,0,2,25.5,7,63.145833,51,73,1008.557708,9.687500,4,14
2016-04-29,72,"Good",52,77,14,1,50,116,"PM2.5","Light rain","Cloudy",28,22,1,3,25,6,60.617021,47,73,1011.136170,8.978723,4,18
2016-04-30,85,"Good",63,85,14,1.1,61,63,"PM2.5","Light rain","Shower",30,22,1,3,26,8,81.666667,69,100,1009.825208,7.854167,0,11
2016-05-01,54,"Good",36,48,11,1,43,67,"NO2","Light rain","Cloudy",28,23,1,3,25.5,5,87.812500,78,94,1008.369583,7.958333,4,11
2016-05-02,49,"Excellent",29,49,10,0.9,36,49,"","Cloudy","Thundershower",30,24,1,3,27,6,80.750000,62,94,1007.309583,11.437500,0,22
2016-05-03,47,"Excellent",28,44,9,0.9,37,47,"","Light rain","Cloudy",29,24,1,3,26.5,5,86.895833,74,100,1008.702917,8.708333,0,25
2016-05-04,59,"Good",41,56,12,1,47,106,"NO2","Light rain","Light rain",29,24,1,3,26.5,5,85.562500,70,100,1008.556667,8.083333,4,14
2016-05-05,42,"Excellent",24,42,8,0.8,27,49,"","Light rain","Moderate rain",32,24,1,4,28,8,80.680851,62,94,1006.844681,14.340426,4,22
2016-05-06,43,"Excellent",25,43,9,0.8,31,59,"","Light rain","Cloudy",30,26,1,3,28,4,83.812500,63,100,1006.666458,13.083333,4,32
2016-05-07,53,"Good",26,48,11,0.9,42,52,"NO2","Cloudy","Cloudy",32,25,0,2,28.5,7,83.375000,70,100,1007.393125,11.333333,4,22
2016-05-08,42,"Excellent",22,35,10,0.8,33,29,"","Light rain","Light rain",32,25,1,3,28.5,7,83.895833,74,94,1008.224583,10.562500,4,22
