DATE,AQI,LEVEL,PM2.5,PM10,SO2,CO,NO2,O3_8h,KEY_POLLUTANT,WEATHER1,WEATHER2,TEMPERATURE1,TEMPERATURE2,RAIN,WEATHER,TEMP_MEAN,TEMP_RANGE,HUMIDITY_MEAN,HUMIDITY_MIN,HUMIDITY_MAX,PRESSURE,WINDSPEED_MEAN,WINDSPEED_MIN,WINDSPEED_MAX
2017-04-14,100,"Good",52,87,18,1.1,80,72,"NO2","Overcast","Cloudy",24,20,0,2,22,4,79.729167,65,94,1012.862708,5.187500,0,11
2017-04-15,102,"Slightly polluted",39,77,17,0.9,83,68,"NO2","Overcast","Cloudy",26,22,0,2,24,4,78.666667,65,89,1010.762500,5.395833,0,11
2017-04-16,78,"Good",37,62,14,0.8,62,94,"NO2","Cloudy","Cloudy",29,22,0,2,25.5,7,78.645833,58,94,1010.450000,5.979167,0,11
2017-04-17,88,"Good",35,63,13,0.8,52,145,"O3","Cloudy","Overcast",30,23,0,2,26.5,7,69.520833,49,94,1008.370208,7.687500,0,18
2017-04-18,85,"Good",40,70,16,0.9,66,142,"O3","Overcast","Shower",32,23,1,3,27.5,9,65.729167,49,83,1006.291875,8.708333,4,18
2017-04-19,80,"Good",40,69,13,0.9,64,76,"NO2","Shower","Shower",30,23,1,3,26.5,7,80.812500,55,94,1006.251250,8.166667,0,25
2017-04-20,67,"Good",26,46,9,0.8,53,39,"NO2","Moderate rain","Thundershower",29,20,1,4,24.5,9,90.708333,70,100,1006.624375,7.270833,0,29
2017-04-21,60,"Good",23,42,9,0.8,48,48,"NO2","Slight to moderate rain","Moderate rain",25,17,1,4,21,8,88.062500,64,100,1006.125000,12.458333,0,29
2017-04-22,51,"Good",20,52,8,0.6,37,84,"PM10","Overcast","Overcast",22,16,0,2,19,6,64.270833,53,78,1011.990833,15.395833,4,32
2017-04-23,79,"Good",37,64,10,0.8,63,74,"NO2","Light rain","Light rain",23,18,1,3,20.5,5,75.875000,54,94,1012.615000,6.333333,0,14
2017-04-24,97,"Good",50,89,15,1,77,65,"NO2","Shower","Moderate rain",24,20,1,4,22,4,83.437500,73,94,1011.866458,5.895833,4,11
2017-04-25,98,"Good",51,86,12,1,78,41,"NO2","Rainstorm","Heavy rain",25,22,1,4,23.5,3,90.270833,83,94,1009.513542,5.416667,0,11
2017-04-26,84,"Good",32,59,11,1,67,40,"NO2","Moderate rain","Moderate rain",24,20,1,4,22,4,93.291667,74,100,1008.286458,7.562500,4,22
2017-04-27,47,"Excellent",11,19,7,0.7,37,69,"","Overcast","Cloudy",23,17,0,2,20,6,75.687500,64,94,1011.532083,16.833333,7,29
2017-04-28,106,"Slightly polluted",30,58,11,0.7,60,166,"O3","Clear","Clear",25,16,0,1,20.5,9,52.083333,18,82,1013.237708,10.562500,4,22
2017-04-29,173,"Medially polluted",67,111,18,1,86,238,"O3","Cloudy","Cloudy",28,18,0,2,23,10,58.645833,30,83,1011.532500,6.104167,4,11
2017-04-30,139,"Slightly polluted",44,76,15,0.8,45,202,"O3","Cloudy","Cloudy",29,21,0,2,25,8,65.854167,45,88,1010.158333,8.520833,0,18
2017-05-01,80,"Good",32,56,12,0.7,38,135,"O3","Cloudy","Cloudy",30,23,0,2,26.5,7,70.208333,58,83,1009.638958,9.541667,4,14
2017-05-02,54,"Good",26,51,11,0.7,43,73,"NO2","Light rain","Light rain",30,24,1,3,27,6,76.916667,62,89,1008.868958,7.458333,4,14
2017-05-03,44,"Excellent",20,40,10,0.7,35,50,"","Cloudy","Shower",30,24,1,3,27,6,79.312500,59,89,1007.870208,13.875000,4,25
2017-05-04,79,"Good",25,49,9,0.8,63,62,"NO2","Heavy rain","Shower",27,21,1,4,24,6,82.333333,65,100,1009.076458,8.479167,0,14
2017-05-05,99,"Good",28,56,12,0.9,68,158,"O3","Cloudy","Cloudy",29,23,0,2,26,6,64.687500,51,78,1011.637500,7.333333,0,14
2017-05-06,113,"Slightly polluted",53,82,12,1,64,174,"O3","Cloudy","Cloudy",31,23,0,2,27,8,69.333333,44,94,1012.364375,5.833333,0,14
2017-05-07,59,"Good",35,52,10,0.8,47,94,"NO2","Slight to moderate rain","Slight to moderate rain",30,23,1,4,26.5,7,87.562500,74,100,1011.616250,12.520833,7,25
2017-05-08,55,"Good",26,48,10,0.7,44,87,"NO2","Heavy rain","Moderate rain",29,22,1,4,25.5,7,82.937500,66,100,1008.889792,11.145833,0,29
2017-05-09,80,"Good",29,55,10,0.9,64,121,"NO2","Overcast","Cloudy",29,23,0,2,26,6,78.375000,58,94,1010.137500,6.437500,4,11
2017-05-10,201,"Severely polluted",82,126,25,1.3,82,266,"O3","Light rain","Light rain",30,24,1,3,27,6,75.375000,55,94,1011.2,5.958333,0,14
2017-05-11,147,"Slightly polluted",51,83,17,0.9,51,211,"O3","Light rain","Light rain",31,23,1,3,27,8,70.187500,52,89,1010.887500,9.083333,4,14
2017-05-12,68,"Good",24,47,13,0.7,54,85,"NO2","Slight to moderate rain","Moderate rain",30,24,1,4,27,6,78.812500,62,89,1008.952292,8.625000,4,14
2017-05-13,84,"Good",36,64,20,0.9,67,61,"NO2","Moderate to heavy rain","Thundershower",30,24,1,4,27,6,80.187500,58,94,1007.621667,6.145833,0,14
2017-05-14,148,"Slightly polluted",43,71,16,0.9,54,212,"O3","Thundershower","Shower",29,24,1,3,26.5,5,76.916667,55,94,1007.516042,7.562500,0,14
2017-05-15,47,"Excellent",18,29,8,0.7,37,42,"","Heavy rain to rainstorm","Heavy rain",28,23,1,4,25.5,5,89.625000,79,100,1006.126042,8.708333,0,22
2017-05-16,52,"Good",13,28,7,0.8,36,102,"O3","Cloudy","Cloudy",29,21,0,2,25,8,68.562500,48,88,1006.271458,15.458333,4,29
2017-05-17,100,"Good",44,74,11,1,63,159,"O3","Cloudy","Cloudy",30,22,0,2,26,8,61.958333,43,88,1007.268958,5.395833,0,14
2017-05-18,130,"Slightly polluted",48,81,15,0.9,60,192,"O3","Shower","Shower",30,24,1,3,27,6,69.708333,51,89,1009.283333,6.937500,0,11
2017-05-19,77,"Good",32,52,11,0.8,61,98,"NO2","Shower","Thundershower",29,23,1,3,26,6,79.729167,54,94,1009.387500,8.375000,0,22
2017-05-20,75,"Good",34,52,9,0.8,60,63,"NO2","Moderate rain","Slight to moderate rain",28,23,1,4,25.5,5,86.937500,78,94,1006.727917,5.729167,0,11
2017-05-21,64,"Good",29,47,10,0.9,51,112,"NO2","Shower","Shower",27,23,1,3,25,4,87.229167,70,100,1005.022500,8.333333,0,18
2017-05-22,75,"Good",29,48,10,0.9,60,62,"NO2","Moderate to heavy rain","Shower",28,24,1,4,26,4,87.812500,74,94,1005.564167,6.145833,0,14
2017-05-23,70,"Good",30,52,10,0.8,51,124,"O3","Moderate rain","Slight to moderate rain",30,24,1,4,27,6,85.937500,70,100,1005.126667,5.5,0,11
2017-05-24,54,"Good",15,29,8,0.9,43,32,"NO2","Rainstorm","Shower",26,22,1,4,24,4,87.666667,78,100,1005.084792,14.041667,4,29
2017-05-25,57,"Good",21,36,11,0.9,40,108,"O3","Cloudy","Cloudy",29,22,0,2,25.5,7,67.645833,55,78,1007.456875,15.187500,11,25
2017-05-26,62,"Good",39,62,13,0.8,49,103,"NO2","Cloudy","Cloudy",30,23,0,2,26.5,7,63.562500,51,78,1008.286042,10.125000,4,18
2017-05-27,90,"Good",40,61,12,0.8,50,148,"O3","Cloudy","Clear",31,22,0,2,26.5,9,63.833333,40,83,1007.683333,6.229167,4,11
2017-05-28,156,"Medially polluted",42,76,17,0.9,62,221,"O3","Cloudy","Cloudy",32,22,0,2,27,10,60.708333,29,88,1006.853125,6.312500,0,11
2017-05-29,159,"Medially polluted",47,81,18,0.8,41,224,"O3","Cloudy","Cloudy",33,24,0,2,28.5,9,63.062500,41,83,1007.060625,7.437500,4,14
2017-05-30,90,"Good",28,49,12,0.8,42,148,"O3","Cloudy","Cloudy",33,24,0,2,28.5,9,66.562500,52,83,1006.707083,6.916667,4,11
2017-05-31,87,"Good",26,48,11,0.8,35,144,"O3","Cloudy","Thundershower",32,25,1,3,28.5,7,72.229167,52,89,1003.421458,7.562500,4,14
2017-06-01,52,"Good",21,39,9,0.7,30,102,"O3","Thundershower","Heavy rain",33,26,1,4,29.5,7,68.895833,49,84,999.511875,14.958333,11,22
2017-06-02,54,"Good",23,46,8,0.8,43,91,"NO2","Moderate rain","Moderate rain",33,25,1,4,29,8,78.770833,56,94,998.991250,10.833333,0,29
2017-06-03,85,"Good",23,48,8,0.8,42,141,"O3","Moderate rain","Moderate rain",33,26,1,4,29.5,7,80.354167,50,100,999.324375,8.083333,0,32
2017-06-04,49,"Excellent",21,45,8,0.8,39,93,"","Shower","Thundershower",33,26,1,3,29.5,7,85.833333,66,94,999.990000,9.229167,0,18
2017-06-05,39,"Excellent",16,36,8,0.6,31,77,"","Thundershower","Thundershower",34,27,1,3,30.5,7,78.395833,62,94,1002.629167,12.812500,7,22
2017-06-06,48,"Excellent",15,30,8,0.6,28,96,"","Thundershower","Cloudy",34,27,1,3,30.5,7,74.854167,53,94,1006.021250,12.166667,4,32
2017-06-07,52,"Good",14,28,8,0.7,40,102,"O3","Cloudy","Cloudy",35,27,0,2,31,8,79.604167,56,100,1007.746667,7.145833,0,22
2017-06-08,50,"Excellent",18,34,11,0.7,40,74,"","Cloudy","Cloudy",35,27,0,2,31,8,78.562500,52,94,1007.288958,8.812500,4,18
2017-06-09,59,"Good",20,39,12,0.7,47,48,"NO2","Thundershower","Cloudy",35,27,1,3,31,8,83.229167,62,94,1006.771042,7.708333,0,18
2017-06-10,45,"Excellent",16,34,13,0.6,36,75,"","Thundershower","Clear",34,27,1,3,30.5,7,77.166667,59,94,1005.689167,7.208333,0,14
2017-06-11,110,"Slightly polluted",20,37,11,0.7,32,171,"O3","Clear","Cloudy",35,28,0,2,31.5,7,68.375000,44,94,1004.231458,6.416667,0,14
2017-06-12,40,"Excellent",15,29,11,0.6,32,56,"","Thundershower","Rainstorm",35,26,1,4,30.5,9,72.875000,53,84,1002.339375,11.083333,4,32
2017-06-13,52,"Good",18,38,14,0.7,41,89,"NO2","Moderate rain","Moderate rain",32,26,1,4,29,6,75.354167,55,94,1002.858542,12.666667,0,25
2017-06-14,69,"Good",24,43,11,0.9,55,42,"NO2","Rainstorm","Heavy rain",31,26,1,4,28.5,5,89.062500,79,100,1005.876667,7.083333,0,14
2017-06-15,50,"Excellent",23,50,12,0.8,38,93,"","Moderate rain","Thundershower",32,25,1,4,28.5,7,79.583333,59,94,1004.230833,10.645833,0,25
2017-06-16,57,"Good",16,28,8,0.8,45,58,"NO2","Rainstorm","Rainstorm",31,24,1,4,27.5,7,89.812500,63,100,1002.503958,7.416667,0,18
2017-06-17,73,"Good",19,31,8,0.9,58,50,"NO2","Moderate rain","Thundershower",30,25,1,4,27.5,5,83.145833,70,94,1001.237500,6.479167,0,14
2017-06-18,54,"Good",23,36,8,0.9,43,21,"NO2","Moderate rain","Moderate to heavy rain",30,25,1,4,27.5,5,88.145833,78,94,1002.233750,5.937500,4,11
2017-06-19,68,"Good",28,44,10,1,54,45,"NO2","Moderate rain","Moderate to heavy rain",32,25,1,4,28.5,7,91.791667,74,100,1002.481667,5.562500,0,25
2017-06-20,62,"Good",23,38,11,0.9,49,72,"NO2","Moderate to heavy rain","Moderate rain",31,25,1,4,28,6,87.395833,66,100,1002.046875,6.687500,0,22
2017-06-21,59,"Good",20,37,11,0.9,47,69,"NO2","Heavy rain","Heavy rain",31,25,1,4,28,6,88.104167,70,94,1002.067917,6.562500,0,14
2017-06-22,57,"Good",20,41,10,0.8,45,48,"NO2","Moderate rain","Cloudy",32,26,1,4,29,6,90.145833,79,94,1004.501667,5.708333,0,18
2017-06-23,44,"Excellent",14,29,9,0.7,35,73,"","Thundershower","Cloudy",34,27,1,3,30.5,7,82.958333,63,94,1004.564375,9.687500,4,22
2017-06-24,43,"Excellent",16,31,10,0.7,34,86,"","Thundershower","Cloudy",33,26,1,3,29.5,7,75.875000,56,94,1002.961667,8.854167,4,22
2017-06-25,44,"Excellent",14,32,10,0.6,31,88,"","Thundershower","Thundershower",34,27,1,3,30.5,7,74.854167,52,89,1003.460417,9.208333,0,18
2017-06-26,47,"Excellent",13,31,10,0.6,28,93,"","Thundershower","Cloudy",34,27,1,3,30.5,7,68.750000,52,84,1004.855833,13.083333,0,22
2017-06-27,46,"Excellent",14,33,10,0.6,28,92,"","Cloudy","Cloudy",34,27,0,2,30.5,7,67.229167,52,84,1006.043333,12.875000,7,22
2017-06-28,50,"Excellent",14,32,11,0.6,30,100,"","Thundershower","Cloudy",35,28,1,3,31.5,7,69.645833,49,84,1007.083333,9.770833,4,22
2017-06-29,52,"Good",17,33,12,0.6,33,102,"O3","Thundershower","Cloudy",35,27,1,3,31,8,74.062500,49,94,1006.645417,8.479167,0,32
2017-06-30,60,"Good",17,32,12,0.7,33,112,"O3","Thundershower","Cloudy",35,27,1,3,31,8,66.937500,44,89,1004.668333,11.479167,0,18
